REGION,TECHNOLOGY,YEAR,VALUE
NAmerica,PWRCOACANAT01,2019,56.071
NAmerica,PWRCOCCANAT01,2019,53.114
NAmerica,PWRHYDCANAT01,2019,43.628
NAmerica,PWRCCGCANAT01,2019,12.863
NAmerica,PWRCTGCANAT01,2019,11.395
NAmerica,PWRWNDCANAT01,2019,42.851
NAmerica,PWRSPVCANAT01,2019,16.08
NAmerica,PWRURNCANAT01,2019,118.988
NAmerica,PWRBIOCANAT01,2019,122.976
NAmerica,PWRCOACANAT01,2020,56.071
NAmerica,PWRCOCCANAT01,2020,53.114
NAmerica,PWRHYDCANAT01,2020,43.628
NAmerica,PWRCCGCANAT01,2020,12.863
NAmerica,PWRCTGCANAT01,2020,11.395
NAmerica,PWRWNDCANAT01,2020,42.496
NAmerica,PWRSPVCANAT01,2020,15.852
NAmerica,PWRURNCANAT01,2020,118.988
NAmerica,PWRBIOCANAT01,2020,122.976
NAmerica,PWRCOACANAT01,2021,56.071
NAmerica,PWRCOCCANAT01,2021,53.114
NAmerica,PWRHYDCANAT01,2021,43.628
NAmerica,PWRCCGCANAT01,2021,12.863
NAmerica,PWRCTGCANAT01,2021,11.395
NAmerica,PWRWNDCANAT01,2021,42.142
NAmerica,PWRSPVCANAT01,2021,15.246
NAmerica,PWRURNCANAT01,2021,118.988
NAmerica,PWRBIOCANAT01,2021,122.976
NAmerica,PWRCOACANAT01,2022,56.071
NAmerica,PWRCOCCANAT01,2022,53.114
NAmerica,PWRHYDCANAT01,2022,43.628
NAmerica,PWRCCGCANAT01,2022,12.863
NAmerica,PWRCTGCANAT01,2022,11.395
NAmerica,PWRWNDCANAT01,2022,41.787
NAmerica,PWRSPVCANAT01,2022,14.641
NAmerica,PWRURNCANAT01,2022,118.988
NAmerica,PWRBIOCANAT01,2022,122.976
NAmerica,PWRCOACANAT01,2023,56.071
NAmerica,PWRCOCCANAT01,2023,53.114
NAmerica,PWRHYDCANAT01,2023,43.628
NAmerica,PWRCCGCANAT01,2023,12.863
NAmerica,PWRCTGCANAT01,2023,11.395
